current_points,offences_last_12m,minor_offences,moderate_offences,severe_offences,days_since_last_offence,avg_days_between_offences,years_since_licence_issue,suspension_proximity,stability_index,trend_encoded,label
1.0,0,0,0,0,270.0,79.0,22.0,0.0666666666666666,97.33333333333331,0,0
4.0,1,0,0,1,0.0,48.0,2.0,0.2666666666666666,83.33333333333333,1,0
3.0,2,1,0,1,30.0,114.0,19.0,0.2,84.0,1,0
2.0,1,0,0,0,332.0,63.0,24.0,0.1333333333333333,94.66666666666669,0,0
3.0,3,1,1,0,60.0,93.0,22.0,0.2,86.0,1,0
0.0,0,0,0,0,359.0,98.0,19.0,0.0,100.0,0,0
4.0,0,0,0,0,317.0,116.0,14.0,0.2666666666666666,89.33333333333333,0,0
6.0,1,0,1,0,30.0,108.0,1.0,0.4,80.0,1,0
3.0,1,1,0,0,30.0,88.0,18.0,0.2,90.0,1,0
4.0,0,0,0,0,211.0,98.0,1.0,0.2666666666666666,89.33333333333333,0,0
7.0,3,1,0,1,0.0,115.0,10.0,0.4666666666666667,73.33333333333333,1,1
1.0,1,1,0,0,90.0,90.0,2.0,0.0666666666666666,95.33333333333331,1,0
6.0,3,0,2,1,0.0,63.0,21.0,0.4,70.0,1,1
2.0,1,1,0,0,90.0,35.0,6.0,0.1333333333333333,92.66666666666669,1,0
7.0,1,1,1,0,0.0,66.0,12.0,0.4666666666666667,75.33333333333333,1,1
2.0,0,0,0,0,280.0,72.0,1.0,0.1333333333333333,94.66666666666669,0,0
7.0,0,0,0,0,264.0,86.0,5.0,0.4666666666666667,81.33333333333333,0,0
0.0,1,0,0,0,281.0,89.0,24.0,0.0,100.0,0,0
4.0,0,0,0,0,250.0,84.0,10.0,0.2666666666666666,89.33333333333333,0,0
12.0,0,0,1,0,90.0,97.0,4.0,0.8,64.0,1,1
14.0,3,0,2,1,30.0,21.0,3.0,0.9333333333333332,48.66666666666666,1,1
3.0,0,0,0,0,285.0,65.0,7.0,0.2,92.0,0,0
3.0,3,2,0,0,30.0,100.0,12.0,0.2,88.0,1,0
5.0,2,1,0,0,120.0,31.0,14.0,0.3333333333333333,84.66666666666667,1,0
5.0,0,1,0,0,0.0,97.0,19.0,0.3333333333333333,84.66666666666667,1,0
4.0,0,0,0,0,302.0,124.0,6.0,0.2666666666666666,89.33333333333333,0,0
3.0,2,1,0,0,0.0,82.0,7.0,0.2,90.0,1,0
3.0,0,0,0,0,194.0,60.0,9.0,0.2,92.0,0,0
6.0,5,2,1,1,0.0,85.0,20.0,0.4,70.0,1,1
7.0,4,0,1,3,0.0,37.0,17.0,0.4666666666666667,59.33333333333333,1,1
3.0,0,0,0,0,327.0,114.0,24.0,0.2,92.0,0,0
9.0,0,0,1,0,90.0,35.0,5.0,0.6,72.0,1,0
4.0,1,1,0,0,120.0,79.0,18.0,0.2666666666666666,87.33333333333333,1,0
1.0,0,1,0,0,60.0,75.0,21.0,0.0666666666666666,95.33333333333331,1,0
1.0,0,0,0,0,196.0,63.0,3.0,0.0666666666666666,97.33333333333331,0,0
2.0,0,0,0,0,227.0,128.0,17.0,0.1333333333333333,94.66666666666669,0,0
10.0,2,1,1,1,30.0,96.0,19.0,0.6666666666666666,61.33333333333334,1,1
11.0,1,1,0,0,120.0,49.0,9.0,0.7333333333333333,68.66666666666667,1,0
6.0,0,0,0,0,264.0,78.0,17.0,0.4,84.0,0,0
10.0,2,0,1,0,30.0,95.0,18.0,0.6666666666666666,69.33333333333334,1,0
7.0,2,1,0,0,60.0,108.0,10.0,0.4666666666666667,79.33333333333333,1,0
4.0,0,0,0,0,272.0,98.0,3.0,0.2666666666666666,89.33333333333333,0,0
3.0,1,1,0,0,30.0,101.0,3.0,0.2,90.0,1,0
12.0,3,1,2,1,0.0,36.0,10.0,0.8,52.0,1,1
0.0,3,2,0,0,30.0,84.0,23.0,0.0,96.0,1,0
12.0,3,1,2,0,0.0,27.0,17.0,0.8,58.0,1,1
11.0,0,1,0,0,120.0,98.0,3.0,0.7333333333333333,68.66666666666667,1,0
6.0,2,1,0,0,30.0,120.0,15.0,0.4,82.0,1,0
6.0,2,1,0,0,60.0,57.0,5.0,0.4,82.0,1,0
4.0,1,0,0,0,252.0,133.0,15.0,0.2666666666666666,89.33333333333333,0,0
4.0,0,0,0,0,242.0,79.0,18.0,0.2666666666666666,89.33333333333333,0,0
6.0,2,0,2,0,60.0,24.0,22.0,0.4,76.0,1,1
12.0,2,0,1,1,30.0,98.0,8.0,0.8,58.0,1,1
10.0,2,2,1,0,30.0,82.0,2.0,0.6666666666666666,65.33333333333334,1,1
3.0,0,0,0,0,195.0,119.0,23.0,0.2,92.0,0,0
5.0,0,0,0,1,60.0,113.0,19.0,0.3333333333333333,80.66666666666667,1,1
7.0,0,0,0,0,302.0,64.0,11.0,0.4666666666666667,81.33333333333333,0,0
7.0,2,2,0,0,0.0,76.0,25.0,0.4666666666666667,77.33333333333333,1,0
12.0,2,0,1,0,0.0,64.0,12.0,0.8,64.0,1,1
7.0,0,0,0,0,222.0,102.0,12.0,0.4666666666666667,81.33333333333333,0,0
8.0,1,1,0,0,150.0,90.0,10.0,0.5333333333333333,76.66666666666667,1,0
3.0,3,2,0,1,0.0,57.0,5.0,0.2,82.0,1,1
3.0,2,1,0,0,0.0,105.0,21.0,0.2,90.0,1,0
0.0,0,0,0,0,359.0,136.0,20.0,0.0,100.0,0,0
14.0,4,1,0,3,30.0,70.0,25.0,0.9333333333333332,42.66666666666666,1,1
7.0,0,0,0,0,197.0,115.0,23.0,0.4666666666666667,81.33333333333333,0,0
3.0,0,1,0,0,150.0,53.0,3.0,0.2,90.0,1,0
8.0,1,0,0,1,30.0,82.0,12.0,0.5333333333333333,72.66666666666667,1,1
0.0,1,0,0,0,331.0,83.0,9.0,0.0,100.0,0,0
14.0,5,0,0,4,30.0,38.0,13.0,0.9333333333333332,38.66666666666666,1,1
7.0,3,2,0,0,30.0,67.0,17.0,0.4666666666666667,77.33333333333333,1,0
7.0,2,1,0,0,0.0,60.0,23.0,0.4666666666666667,79.33333333333333,1,0
11.0,2,0,0,3,60.0,88.0,24.0,0.7333333333333333,52.66666666666667,1,1
2.0,1,0,0,0,351.0,141.0,9.0,0.1333333333333333,94.66666666666669,0,0
4.0,1,1,0,0,120.0,100.0,7.0,0.2666666666666666,87.33333333333333,1,0
3.0,0,0,0,0,351.0,88.0,8.0,0.2,92.0,0,0
14.0,1,0,1,1,60.0,98.0,13.0,0.9333333333333332,52.66666666666666,1,1
7.0,1,1,0,0,60.0,83.0,4.0,0.4666666666666667,79.33333333333333,1,0
3.0,1,2,0,0,30.0,107.0,14.0,0.2,88.0,1,0
4.0,3,2,0,0,60.0,30.0,21.0,0.2666666666666666,85.33333333333333,1,0
14.0,0,0,0,0,251.0,138.0,6.0,0.9333333333333332,62.66666666666666,0,0
4.0,1,2,0,0,30.0,73.0,4.0,0.2666666666666666,85.33333333333333,1,0
10.0,4,0,0,3,60.0,84.0,17.0,0.6666666666666666,55.33333333333334,1,1
11.0,1,1,0,0,120.0,27.0,4.0,0.7333333333333333,68.66666666666667,1,0
14.0,4,1,2,0,0.0,109.0,18.0,0.9333333333333332,52.66666666666666,1,1
7.0,0,0,0,0,339.0,134.0,2.0,0.4666666666666667,81.33333333333333,0,0
4.0,0,1,0,0,150.0,36.0,19.0,0.2666666666666666,87.33333333333333,1,0
0.0,1,1,0,0,30.0,47.0,16.0,0.0,98.0,1,0
3.0,1,0,0,0,275.0,89.0,14.0,0.2,92.0,0,0
3.0,2,1,0,0,120.0,81.0,6.0,0.2,90.0,1,0
4.0,1,0,0,0,321.0,64.0,10.0,0.2666666666666666,89.33333333333333,0,0
11.0,1,1,0,0,0.0,79.0,7.0,0.7333333333333333,68.66666666666667,1,1
3.0,1,0,0,0,240.0,90.0,21.0,0.2,92.0,0,0
6.0,0,0,0,0,215.0,71.0,13.0,0.4,84.0,0,0
6.0,4,3,0,1,30.0,89.0,13.0,0.4,72.0,1,1
6.0,1,2,0,0,0.0,32.0,18.0,0.4,80.0,1,0
11.0,1,0,0,0,215.0,118.0,9.0,0.7333333333333333,70.66666666666667,0,0
3.0,0,0,0,0,200.0,83.0,19.0,0.2,92.0,0,0
8.0,0,1,0,0,60.0,75.0,12.0,0.5333333333333333,76.66666666666667,1,0
4.0,1,1,0,0,30.0,112.0,22.0,0.2666666666666666,87.33333333333333,1,0
13.0,2,0,1,2,60.0,102.0,15.0,0.8666666666666667,49.33333333333333,1,1
1.0,1,0,0,0,225.0,64.0,11.0,0.0666666666666666,97.33333333333331,0,1
12.0,1,0,1,0,0.0,70.0,16.0,0.8,64.0,1,1
12.0,4,1,2,0,0.0,96.0,10.0,0.8,58.0,1,1
4.0,0,0,0,0,239.0,128.0,23.0,0.2666666666666666,89.33333333333333,0,0
1.0,0,0,0,0,192.0,123.0,20.0,0.0666666666666666,97.33333333333331,0,0
3.0,3,2,0,0,30.0,64.0,14.0,0.2,88.0,1,0
10.0,2,3,0,0,30.0,48.0,10.0,0.6666666666666666,67.33333333333334,1,1
2.0,1,0,0,0,314.0,123.0,9.0,0.1333333333333333,94.66666666666669,0,0
7.0,2,1,0,1,30.0,110.0,24.0,0.4666666666666667,73.33333333333333,1,1
7.0,2,1,0,0,150.0,103.0,25.0,0.4666666666666667,79.33333333333333,1,0
0.0,0,0,0,0,333.0,62.0,6.0,0.0,100.0,0,0
1.0,0,0,0,0,349.0,106.0,13.0,0.0666666666666666,97.33333333333331,0,0
10.0,1,0,1,0,60.0,113.0,19.0,0.6666666666666666,69.33333333333334,1,1
6.0,3,2,1,0,30.0,62.0,21.0,0.4,76.0,1,1
4.0,0,0,0,0,199.0,101.0,8.0,0.2666666666666666,89.33333333333333,0,0
3.0,1,0,0,0,187.0,53.0,11.0,0.2,92.0,0,0
2.0,1,0,0,0,355.0,111.0,14.0,0.1333333333333333,94.66666666666669,0,0
4.0,2,2,0,0,0.0,56.0,21.0,0.2666666666666666,85.33333333333333,1,0
6.0,1,1,0,0,150.0,79.0,13.0,0.4,82.0,1,0
3.0,0,0,0,0,342.0,119.0,11.0,0.2,92.0,0,0
6.0,2,0,0,2,90.0,75.0,8.0,0.4,72.0,1,1
12.0,3,0,2,0,60.0,28.0,11.0,0.8,60.0,1,1
4.0,1,2,0,0,0.0,84.0,5.0,0.2666666666666666,85.33333333333333,1,0
3.0,0,0,0,0,324.0,105.0,14.0,0.2,92.0,0,0
4.0,1,1,0,0,0.0,130.0,19.0,0.2666666666666666,87.33333333333333,1,0
5.0,1,1,0,0,90.0,29.0,16.0,0.3333333333333333,84.66666666666667,1,0
11.0,1,0,0,2,30.0,104.0,23.0,0.7333333333333333,58.66666666666667,1,1
2.0,2,2,0,0,60.0,52.0,4.0,0.1333333333333333,90.66666666666669,1,0
1.0,1,1,0,0,30.0,72.0,3.0,0.0666666666666666,95.33333333333331,1,0
5.0,2,0,1,0,0.0,120.0,21.0,0.3333333333333333,82.66666666666667,1,0
3.0,2,2,0,0,0.0,90.0,19.0,0.2,88.0,1,0
2.0,1,0,0,0,312.0,132.0,9.0,0.1333333333333333,94.66666666666669,0,0
4.0,1,0,0,0,313.0,91.0,16.0,0.2666666666666666,89.33333333333333,0,0
12.0,1,0,1,0,150.0,73.0,3.0,0.8,64.0,1,1
8.0,1,2,0,0,0.0,104.0,4.0,0.5333333333333333,74.66666666666667,1,0
3.0,0,0,0,0,292.0,127.0,17.0,0.2,92.0,0,0
5.0,1,0,0,0,358.0,107.0,24.0,0.3333333333333333,86.66666666666667,0,0
8.0,2,2,0,0,0.0,106.0,3.0,0.5333333333333333,74.66666666666667,1,0
4.0,0,0,0,0,228.0,80.0,20.0,0.2666666666666666,89.33333333333333,0,0
5.0,2,1,1,0,0.0,97.0,15.0,0.3333333333333333,80.66666666666667,1,1
4.0,1,1,0,0,60.0,28.0,18.0,0.2666666666666666,87.33333333333333,1,0
0.0,0,0,0,0,207.0,128.0,24.0,0.0,100.0,0,0
13.0,1,0,0,1,30.0,54.0,14.0,0.8666666666666667,59.33333333333333,1,1
4.0,1,0,0,0,325.0,129.0,14.0,0.2666666666666666,89.33333333333333,0,0
7.0,1,2,0,0,0.0,50.0,3.0,0.4666666666666667,77.33333333333333,1,0
2.0,0,0,0,0,298.0,142.0,21.0,0.1333333333333333,94.66666666666669,0,0
4.0,1,0,0,0,348.0,133.0,4.0,0.2666666666666666,89.33333333333333,0,0
2.0,0,1,0,0,150.0,73.0,25.0,0.1333333333333333,92.66666666666669,1,0
7.0,2,2,0,0,60.0,26.0,7.0,0.4666666666666667,77.33333333333333,1,0
10.0,3,0,1,2,30.0,88.0,15.0,0.6666666666666666,57.33333333333334,1,1
10.0,2,1,1,0,30.0,42.0,10.0,0.6666666666666666,67.33333333333334,1,1
10.0,5,2,1,1,30.0,68.0,21.0,0.6666666666666666,59.33333333333334,1,1
6.0,2,1,2,0,0.0,82.0,1.0,0.4,74.0,1,1
1.0,1,0,0,0,234.0,102.0,7.0,0.0666666666666666,97.33333333333331,0,0
5.0,1,1,0,0,0.0,67.0,20.0,0.3333333333333333,84.66666666666667,1,0
1.0,2,1,0,0,150.0,55.0,7.0,0.0666666666666666,95.33333333333331,1,0
8.0,3,2,0,1,0.0,27.0,3.0,0.5333333333333333,68.66666666666667,1,1
1.0,0,0,0,0,260.0,134.0,9.0,0.0666666666666666,97.33333333333331,0,0
8.0,1,1,0,0,90.0,82.0,21.0,0.5333333333333333,76.66666666666667,1,0
0.0,2,1,0,0,0.0,120.0,16.0,0.0,98.0,1,0
6.0,2,0,1,0,0.0,60.0,11.0,0.4,80.0,1,0
10.0,2,0,0,2,0.0,114.0,15.0,0.6666666666666666,61.33333333333334,1,1
0.0,0,0,0,0,300.0,71.0,1.0,0.0,100.0,0,0
3.0,2,1,0,0,0.0,49.0,7.0,0.2,90.0,1,0
4.0,0,0,0,0,225.0,69.0,14.0,0.2666666666666666,89.33333333333333,0,0
5.0,2,0,0,1,90.0,85.0,3.0,0.3333333333333333,80.66666666666667,1,0
9.0,1,1,0,0,0.0,95.0,25.0,0.6,74.0,1,0
13.0,3,1,1,1,30.0,105.0,3.0,0.8666666666666667,53.33333333333333,1,1
3.0,2,1,0,0,60.0,38.0,2.0,0.2,90.0,1,0
3.0,0,0,0,0,187.0,100.0,17.0,0.2,92.0,0,0
3.0,0,0,0,0,277.0,108.0,20.0,0.2,92.0,0,0
2.0,0,1,0,0,30.0,123.0,5.0,0.1333333333333333,92.66666666666669,1,0
12.0,5,3,2,0,0.0,78.0,2.0,0.8,54.0,1,1
4.0,2,1,0,0,120.0,101.0,12.0,0.2666666666666666,87.33333333333333,1,0
12.0,4,0,1,2,0.0,19.0,13.0,0.8,52.0,1,1
7.0,2,1,0,0,90.0,66.0,7.0,0.4666666666666667,79.33333333333333,1,0
14.0,2,0,0,2,0.0,27.0,12.0,0.9333333333333332,50.66666666666666,1,1
5.0,1,0,1,0,30.0,41.0,15.0,0.3333333333333333,82.66666666666667,1,0
0.0,0,0,0,0,258.0,125.0,16.0,0.0,100.0,0,0
11.0,5,0,0,4,30.0,36.0,24.0,0.7333333333333333,46.66666666666667,1,1
7.0,0,1,0,0,150.0,58.0,13.0,0.4666666666666667,79.33333333333333,1,0
0.0,1,1,0,0,150.0,111.0,7.0,0.0,98.0,1,0
8.0,0,0,0,0,331.0,134.0,12.0,0.5333333333333333,78.66666666666667,0,0
3.0,1,0,0,0,333.0,137.0,16.0,0.2,92.0,0,0
6.0,0,1,0,0,120.0,42.0,10.0,0.4,82.0,1,0
0.0,0,0,0,0,355.0,63.0,10.0,0.0,100.0,0,0
3.0,2,2,0,0,30.0,93.0,15.0,0.2,88.0,1,0
8.0,4,0,2,2,0.0,20.0,14.0,0.5333333333333333,58.66666666666667,1,1
7.0,0,1,0,0,60.0,66.0,2.0,0.4666666666666667,79.33333333333333,1,0
6.0,1,0,1,0,150.0,68.0,20.0,0.4,80.0,1,0
9.0,1,0,0,1,0.0,66.0,23.0,0.6,70.0,1,1
2.0,0,0,0,0,255.0,114.0,10.0,0.1333333333333333,94.66666666666669,0,0
7.0,3,1,3,0,0.0,14.0,18.0,0.4666666666666667,67.33333333333333,1,1
10.0,2,1,0,2,0.0,75.0,5.0,0.6666666666666666,59.33333333333334,1,1
8.0,2,1,1,0,60.0,90.0,3.0,0.5333333333333333,72.66666666666667,1,1
4.0,0,0,0,0,240.0,58.0,19.0,0.2666666666666666,89.33333333333333,0,0
6.0,5,2,2,0,30.0,23.0,11.0,0.4,72.0,1,1
3.0,1,1,0,0,0.0,77.0,22.0,0.2,90.0,1,0
2.0,3,2,0,0,30.0,33.0,20.0,0.1333333333333333,90.66666666666669,1,0
11.0,3,2,1,0,30.0,54.0,23.0,0.7333333333333333,62.66666666666667,1,1
13.0,3,0,2,1,0.0,16.0,20.0,0.8666666666666667,51.33333333333333,1,1
10.0,6,1,2,2,0.0,82.0,18.0,0.6666666666666666,51.33333333333334,1,1
2.0,0,0,0,0,236.0,131.0,10.0,0.1333333333333333,94.66666666666669,0,0
1.0,1,0,0,0,252.0,57.0,20.0,0.0666666666666666,97.33333333333331,0,0
3.0,1,1,0,0,90.0,103.0,2.0,0.2,90.0,1,0
8.0,0,0,0,0,245.0,85.0,18.0,0.5333333333333333,78.66666666666667,0,0
3.0,1,0,1,0,150.0,79.0,24.0,0.2,88.0,1,0
2.0,0,0,0,0,296.0,132.0,5.0,0.1333333333333333,94.66666666666669,0,0
10.0,1,0,1,0,60.0,41.0,21.0,0.6666666666666666,69.33333333333334,1,1
4.0,0,0,0,0,344.0,141.0,13.0,0.2666666666666666,89.33333333333333,0,0
12.0,2,0,2,0,0.0,107.0,14.0,0.8,60.0,1,1
5.0,2,1,0,0,120.0,108.0,25.0,0.3333333333333333,84.66666666666667,1,0
10.0,2,0,3,0,0.0,28.0,16.0,0.6666666666666666,61.33333333333334,1,1
3.0,0,0,0,0,354.0,97.0,11.0,0.2,92.0,0,0
14.0,2,0,1,1,60.0,62.0,23.0,0.9333333333333332,52.66666666666666,1,1
5.0,0,1,0,0,30.0,60.0,1.0,0.3333333333333333,84.66666666666667,1,0
8.0,1,0,1,0,60.0,38.0,21.0,0.5333333333333333,74.66666666666667,1,0
3.0,1,0,1,0,60.0,54.0,24.0,0.2,88.0,1,0
6.0,0,0,0,0,272.0,143.0,2.0,0.4,84.0,0,0
9.0,2,0,1,2,30.0,84.0,11.0,0.6,60.0,1,1
5.0,2,1,1,0,30.0,63.0,20.0,0.3333333333333333,80.66666666666667,1,0
7.0,0,0,0,0,360.0,62.0,5.0,0.4666666666666667,81.33333333333333,0,0
9.0,3,1,2,0,0.0,87.0,13.0,0.6,66.0,1,1
4.0,0,0,0,0,230.0,102.0,14.0,0.2666666666666666,89.33333333333333,0,0
1.0,0,0,0,0,298.0,77.0,14.0,0.0666666666666666,97.33333333333331,0,0
6.0,0,0,0,0,187.0,79.0,8.0,0.4,84.0,0,0
6.0,0,0,0,0,341.0,60.0,16.0,0.4,84.0,0,0
10.0,2,0,0,2,30.0,80.0,23.0,0.6666666666666666,61.33333333333334,1,1
1.0,0,0,0,0,180.0,95.0,25.0,0.0666666666666666,97.33333333333331,0,1
0.0,0,0,0,0,290.0,97.0,15.0,0.0,100.0,0,0
0.0,0,1,0,0,60.0,71.0,15.0,0.0,98.0,1,0
2.0,2,0,1,0,30.0,62.0,6.0,0.1333333333333333,90.66666666666669,1,0
2.0,0,0,0,0,350.0,110.0,20.0,0.1333333333333333,94.66666666666669,0,0
0.0,0,0,0,0,197.0,79.0,9.0,0.0,100.0,0,0
0.0,0,0,0,0,278.0,53.0,18.0,0.0,100.0,0,0
3.0,1,1,0,0,0.0,70.0,23.0,0.2,90.0,1,0
0.0,1,1,0,0,0.0,42.0,21.0,0.0,98.0,1,0
4.0,0,0,0,0,183.0,113.0,15.0,0.2666666666666666,89.33333333333333,0,0
3.0,1,0,0,0,272.0,62.0,23.0,0.2,92.0,0,0
0.0,1,0,0,1,120.0,113.0,9.0,0.0,94.0,1,0
9.0,2,2,0,0,60.0,84.0,19.0,0.6,72.0,1,1
6.0,3,0,1,3,0.0,19.0,7.0,0.4,62.0,1,1
6.0,4,2,0,1,0.0,72.0,3.0,0.4,74.0,1,1
6.0,0,0,0,0,265.0,55.0,14.0,0.4,84.0,0,0
4.0,1,1,0,0,90.0,80.0,3.0,0.2666666666666666,87.33333333333333,1,0
0.0,0,0,0,0,355.0,68.0,7.0,0.0,100.0,0,0
7.0,1,1,0,0,150.0,116.0,8.0,0.4666666666666667,79.33333333333333,1,0
3.0,0,0,1,0,120.0,103.0,24.0,0.2,88.0,1,0
4.0,0,0,0,0,255.0,63.0,6.0,0.2666666666666666,89.33333333333333,0,0
3.0,1,0,0,0,268.0,72.0,17.0,0.2,92.0,0,0
0.0,1,0,0,0,220.0,47.0,14.0,0.0,100.0,0,0
1.0,1,0,0,0,306.0,55.0,7.0,0.0666666666666666,97.33333333333331,0,0
9.0,2,1,1,0,0.0,39.0,6.0,0.6,70.0,1,1
10.0,4,4,0,0,0.0,32.0,14.0,0.6666666666666666,65.33333333333334,1,1
4.0,1,1,0,0,90.0,79.0,20.0,0.2666666666666666,87.33333333333333,1,0
1.0,0,0,0,0,219.0,51.0,12.0,0.0666666666666666,97.33333333333331,0,0
8.0,1,1,0,1,30.0,39.0,1.0,0.5333333333333333,70.66666666666667,1,1
6.0,1,1,0,0,60.0,35.0,21.0,0.4,82.0,1,0
4.0,3,1,1,1,0.0,99.0,2.0,0.2666666666666666,77.33333333333333,1,1
0.0,0,0,0,0,204.0,79.0,7.0,0.0,100.0,0,0
5.0,3,2,0,0,90.0,65.0,14.0,0.3333333333333333,82.66666666666667,1,0
12.0,5,1,2,2,0.0,26.0,18.0,0.8,46.0,1,1
0.0,0,0,0,0,347.0,126.0,7.0,0.0,100.0,0,0
6.0,3,2,0,0,30.0,61.0,6.0,0.4,80.0,1,0
3.0,1,0,0,0,340.0,100.0,13.0,0.2,92.0,0,0
8.0,1,1,0,0,90.0,54.0,25.0,0.5333333333333333,76.66666666666667,1,0
0.0,1,1,0,0,150.0,71.0,23.0,0.0,98.0,1,0
1.0,1,1,0,0,90.0,64.0,22.0,0.0666666666666666,95.33333333333331,1,0
7.0,2,2,0,0,60.0,62.0,5.0,0.4666666666666667,77.33333333333333,1,0
7.0,2,1,2,0,0.0,88.0,9.0,0.4666666666666667,71.33333333333333,1,1
6.0,2,0,1,0,60.0,56.0,17.0,0.4,80.0,1,0
3.0,1,1,0,0,150.0,69.0,18.0,0.2,90.0,1,0
3.0,0,0,0,0,208.0,116.0,8.0,0.2,92.0,0,0
2.0,0,0,0,0,301.0,75.0,23.0,0.1333333333333333,94.66666666666669,0,0
11.0,1,0,1,0,120.0,52.0,16.0,0.7333333333333333,66.66666666666667,1,1
9.0,4,2,2,0,0.0,49.0,10.0,0.6,64.0,1,0
12.0,3,0,2,2,0.0,84.0,6.0,0.8,48.0,1,1
8.0,1,1,0,0,90.0,109.0,6.0,0.5333333333333333,76.66666666666667,1,0
9.0,4,2,2,0,0.0,19.0,25.0,0.6,64.0,1,1
14.0,2,0,2,1,0.0,92.0,23.0,0.9333333333333332,48.66666666666666,1,1
6.0,0,1,0,0,30.0,100.0,10.0,0.4,82.0,1,0
10.0,2,1,1,1,30.0,57.0,9.0,0.6666666666666666,61.33333333333334,1,1
8.0,1,0,0,0,258.0,129.0,21.0,0.5333333333333333,78.66666666666667,0,0
3.0,1,0,0,0,244.0,62.0,19.0,0.2,92.0,0,0
11.0,2,1,0,0,60.0,61.0,15.0,0.7333333333333333,68.66666666666667,1,0
7.0,3,3,1,0,0.0,95.0,15.0,0.4666666666666667,71.33333333333333,1,1
9.0,4,1,2,0,30.0,77.0,25.0,0.6,66.0,1,1
4.0,1,0,0,0,292.0,49.0,18.0,0.2666666666666666,89.33333333333333,0,0
11.0,4,0,0,3,0.0,102.0,11.0,0.7333333333333333,52.66666666666667,1,1
10.0,0,0,0,1,60.0,41.0,9.0,0.6666666666666666,67.33333333333334,1,1
2.0,0,0,0,0,190.0,121.0,24.0,0.1333333333333333,94.66666666666669,0,0
8.0,2,1,0,1,90.0,57.0,15.0,0.5333333333333333,70.66666666666667,1,1
1.0,0,0,0,0,192.0,65.0,10.0,0.0666666666666666,97.33333333333331,0,0
3.0,1,0,0,0,267.0,73.0,21.0,0.2,92.0,0,0
3.0,0,0,0,1,90.0,43.0,8.0,0.2,86.0,1,0
6.0,5,1,2,1,30.0,54.0,12.0,0.4,68.0,1,1
3.0,0,1,0,0,120.0,40.0,16.0,0.2,90.0,1,0
8.0,0,0,0,0,265.0,58.0,5.0,0.5333333333333333,78.66666666666667,0,0
6.0,2,1,1,0,30.0,117.0,21.0,0.4,78.0,1,0
12.0,4,0,3,1,0.0,57.0,2.0,0.8,50.0,1,1
4.0,0,0,0,0,316.0,119.0,1.0,0.2666666666666666,89.33333333333333,0,0
10.0,3,0,2,1,0.0,75.0,17.0,0.6666666666666666,59.33333333333334,1,1
0.0,0,0,0,0,291.0,91.0,9.0,0.0,100.0,0,0
2.0,0,0,0,0,319.0,78.0,16.0,0.1333333333333333,94.66666666666669,0,0
11.0,4,1,0,3,30.0,18.0,1.0,0.7333333333333333,50.66666666666667,1,1
10.0,3,0,2,0,0.0,35.0,25.0,0.6666666666666666,65.33333333333334,1,1
10.0,4,0,1,2,0.0,69.0,2.0,0.6666666666666666,57.33333333333334,1,1
13.0,4,1,1,1,0.0,22.0,22.0,0.8666666666666667,53.33333333333333,1,1
5.0,0,0,0,0,191.0,68.0,22.0,0.3333333333333333,86.66666666666667,0,0
3.0,0,0,1,0,0.0,116.0,6.0,0.2,88.0,1,0
6.0,0,0,0,0,194.0,131.0,5.0,0.4,84.0,0,0
8.0,1,0,0,0,259.0,72.0,8.0,0.5333333333333333,78.66666666666667,0,0
9.0,3,2,0,1,0.0,97.0,22.0,0.6,66.0,1,1
4.0,2,1,0,0,90.0,43.0,1.0,0.2666666666666666,87.33333333333333,1,0
10.0,3,0,2,0,30.0,81.0,3.0,0.6666666666666666,65.33333333333334,1,1
0.0,0,0,0,0,284.0,113.0,12.0,0.0,100.0,0,0
3.0,1,0,0,0,284.0,104.0,17.0,0.2,92.0,0,0
12.0,1,1,0,0,0.0,122.0,13.0,0.8,66.0,1,1
0.0,1,1,0,0,90.0,38.0,12.0,0.0,98.0,1,0
9.0,3,2,0,1,30.0,106.0,6.0,0.6,66.0,1,1
8.0,1,0,0,2,0.0,101.0,22.0,0.5333333333333333,66.66666666666667,1,1
11.0,2,0,1,1,0.0,25.0,16.0,0.7333333333333333,60.66666666666667,1,1
5.0,2,1,0,0,30.0,49.0,4.0,0.3333333333333333,84.66666666666667,1,0
2.0,2,1,1,0,90.0,96.0,19.0,0.1333333333333333,88.66666666666667,1,0
1.0,1,1,0,0,60.0,60.0,11.0,0.0666666666666666,95.33333333333331,1,0
6.0,3,0,2,0,90.0,53.0,14.0,0.4,76.0,1,1
2.0,0,0,0,0,280.0,86.0,12.0,0.1333333333333333,94.66666666666669,0,0
3.0,0,0,0,0,357.0,143.0,9.0,0.2,92.0,0,0
3.0,2,1,0,0,0.0,112.0,8.0,0.2,90.0,1,0
4.0,0,0,0,0,275.0,59.0,20.0,0.2666666666666666,89.33333333333333,0,0
6.0,1,2,0,0,0.0,43.0,24.0,0.4,80.0,1,0
7.0,0,0,1,0,60.0,65.0,17.0,0.4666666666666667,77.33333333333333,1,0
11.0,1,0,1,0,120.0,56.0,16.0,0.7333333333333333,66.66666666666667,1,1
6.0,3,2,0,1,0.0,42.0,13.0,0.4,74.0,1,1
0.0,0,0,0,0,254.0,90.0,14.0,0.0,100.0,0,0
5.0,1,0,1,0,150.0,77.0,8.0,0.3333333333333333,82.66666666666667,1,0
